# YTID, start_seconds, end_seconds, positive_labels,label_count,label_names
aPQtK3lZPVw,20.0,30.0,/m/01wy6,1,Clarinet
aPafZ1Mx-BE,40.0,50.0,"/m/04rlf,/t/dd00006",2,Music|Synthetic singing
aPw48yPQH9A,80.0,90.0,"/m/068hy,/m/07q6cd_,/m/0bt9lr,/m/0jbk",4,"Domestic animals, pets|Squeak|Dog|Animal"
aQ3ETNCgXNQ,1.0,11.0,/m/07qs1cx,1,Crack
aQ4bJmSyPfg,0.0,10.0,"/m/07p6mqd,/m/09x0r,/t/dd00129",3,"Slosh|Speech|Outside, rural or natural"
aQwf4Db8_z4,130.0,140.0,"/m/01hsr_,/m/07yv9,/m/0k4j",3,Sneeze|Vehicle|Car
aQyyRCDX1XA,30.0,40.0,"/m/09x0r,/m/0lyf6",2,Speech|Breathing
aRCiAM4UAyE,140.0,150.0,/m/02pjr4,1,Blender
aRXH3wsZTjk,0.0,10.0,/m/07ryjzk,1,"Slap, smack"
aRjatrADync,200.0,210.0,"/m/03qtwd,/m/053hz1,/t/dd00135",3,Crowd|Cheering|Children shouting
aS4pa9XV7yA,30.0,40.0,"/m/02rtxlg,/m/09x0r,/t/dd00112",3,"Whispering|Speech|Crumpling, crinkling"
aS5eOryeLbM,210.0,220.0,/m/0l14t7,1,Singing bowl
aSDoEYTHGUA,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",4,"Bird|Bird vocalization, bird call, bird song|Coo|Pigeon, dove"
aSEMBwt3lQo,30.0,40.0,"/m/01jwx6,/m/0chx_",2,Vibration|White noise
aSJKZRwMsxE,50.0,60.0,"/m/0y4f8,/m/0z9c,/t/dd00004",3,Vocal music|A capella|Female singing
aSKL1yylync,270.0,280.0,"/m/07qv4k0,/m/09x0r",2,Scrape|Speech
aSUdzI_nsIc,30.0,40.0,"/m/03cczk,/m/07s12q4",2,"Chewing, mastication|Crunch"
aSrOaRggDLw,25.0,35.0,/m/07pczhz,1,Chop
aSx7vaSqFXs,180.0,190.0,"/m/025wky1,/m/09x0r",2,Air conditioning|Speech
aT7LGemDB40,30.0,40.0,"/m/04rlf,/m/0ln16",2,Music|Salsa music
aTYtarHtpxo,30.0,40.0,/m/01v_m0,1,Sine wave
aTeOMq8ave8,30.0,40.0,"/m/03lty,/m/04rlf,/m/05r6t",3,Heavy metal|Music|Punk rock
aU8dxXh2yqk,390.0,400.0,"/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t",4,"Fowl|Crowing, cock-a-doodle-doo|Cluck|Chicken, rooster"
aUH12rRIVDw,30.0,40.0,"/m/03_d0,/m/04rlf",2,Jazz|Music
aUXKK9AmrPU,30.0,40.0,"/m/04rlf,/m/07p78v5",2,Music|Zing
aUYYCnJEAMs,130.0,140.0,"/m/04rlf,/m/0642b4",2,Music|Cupboard open or close
aUfDxRelPHg,22.0,32.0,"/m/04cvmfc,/m/0cdnk,/m/0jbk",3,"Roar|Roaring cats (lions, tigers)|Animal"
aUq3toj7jDo,18.0,28.0,"/m/028v0c,/m/06h7j,/t/dd00128",3,"Silence|Run|Outside, urban or manmade"
aUvCj81_Sys,40.0,50.0,"/m/03m9d0z,/m/07hvw1,/m/07yv9,/m/0k4j",4,Wind|Field recording|Vehicle|Car
aUvHaURNgY8,50.0,60.0,"/m/01hgjl,/m/04rlf",2,Scratching (performance technique)|Music
aUx0xMF9pwU,20.0,30.0,"/m/04rlf,/m/0dwt5",2,Music|Vibraphone
aViz2QPBBZ8,30.0,40.0,"/m/015y_n,/m/04rlf,/m/0gywn",3,Swing music|Music|Soul music
aW3DY8XDrmw,22.0,32.0,"/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00067",5,"Accelerating, revving, vroom|Vehicle|Speech|Car|Heavy engine (low frequency)"
aW3_8p1ElDw,30.0,40.0,/g/122z_qxw,1,Firecracker
aW6greyYuO4,50.0,60.0,"/m/02p0sh1,/m/04rlf,/m/06j64v",3,Traditional music|Music|Middle Eastern music
aW9PDD_Eb7s,240.0,250.0,"/m/02rtxlg,/m/09x0r",2,Whispering|Speech
aWBYc87AJc0,0.0,10.0,/m/04zmvq,1,Train whistle
aWK9CcvOK9w,170.0,180.0,"/m/028sqc,/m/04rlf,/m/06j64v",3,Music of Asia|Music|Middle Eastern music
aWaMcq7HuKw,0.0,10.0,"/m/02bxd,/m/02x984l,/m/09x0r",3,Didgeridoo|Mechanical fan|Speech
aWdLkDo5GlY,80.0,90.0,"/m/09x0r,/m/0l15bq",2,Speech|Clapping
aWgRtDIA2U4,29.0,39.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k",5,"Bird|Turkey|Bird vocalization, bird call, bird song|Fowl|Gobble"
aWz-lI11pUk,20.0,30.0,/m/07qs1cx,1,Crack
aWzHvxPoWdo,220.0,230.0,"/m/07rkbfh,/m/09x0r",2,Chatter|Speech
aX9Pzv-Y31Q,20.0,30.0,"/m/025rv6n,/m/07qwf61,/m/07st89h,/m/09b5t,/m/0dbvp",5,"Fowl|Honk|Cluck|Chicken, rooster|Goose"
aXV-yaFmQNk,70.0,80.0,/m/0261r1,1,Babbling
aX_q01mdId4,250.0,260.0,/m/02x984l,1,Mechanical fan
aXaC8DTLKYU,190.0,200.0,/m/07rbp7_,1,Whip
aXaURy43z-U,270.0,280.0,/m/07prgkl,1,Pour
aXgGLSqyyYs,40.0,50.0,"/m/015lz1,/m/02fxyj",2,Singing|Humming
aXslXvCs1Mk,0.0,10.0,"/m/0dwsp,/m/0dwtp,/m/0j45pbj",3,"Marimba, xylophone|Glockenspiel|Mallet percussion"
aXt_de2-HBE,590.0,600.0,"/m/015jpf,/m/04rlf,/m/09x0r",3,Dial tone|Music|Speech
aY8-pXDdwiw,190.0,200.0,"/m/02bk07,/m/04rlf",2,Chant|Music
aYHB6lwzujc,30.0,40.0,/m/0790c,1,Sonar
aY_5jD2TAbY,0.0,10.0,"/m/02mk9,/m/07yv9,/m/096m7z,/m/09x0r,/t/dd00066",5,Engine|Vehicle|Noise|Speech|Medium engine (mid frequency)
aYfNVrLZfiA,70.0,80.0,/m/07qlf79,1,Spray
aYoRcnmz6ZE,30.0,40.0,"/m/04rlf,/m/07qwdck",2,Music|Ping
aYpEBWSW1C0,40.0,50.0,"/m/07hvw1,/m/09x0r",2,Field recording|Speech
aYrjw3gjGuk,30.0,40.0,"/m/04rlf,/m/06bz3,/m/0fx9l",3,Music|Radio|Microwave oven
aYvjZSYmkT8,0.0,7.0,/m/018w8,1,Basketball bounce
aZ3FpqWTJjQ,160.0,170.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr",4,"Subway, metro, underground|Railroad car, train wagon|Rail transport|Train"
aZ4FPPnpddA,70.0,80.0,"/m/01sm1g,/m/026t6,/m/0l14md",3,Wood block|Drum|Percussion
aZ731aR_SBY,0.0,10.0,/m/011k_j,1,Timpani
aZfszZqR7i4,120.0,130.0,"/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048",5,"Subway, metro, underground|Railroad car, train wagon|Rail transport|Train|Train wheels squealing"
aZhGG7knid8,26.0,36.0,/m/0dv3j,1,Boiling
a_6CZ2JaEuc,0.0,2.0,/m/0c1dj,1,Sound effect
a_E2yXD28jw,0.0,10.0,/m/07rbp7_,1,Whip
a_HzXa0YVIo,170.0,180.0,"/m/019jd,/m/056ks2",2,"Boat, Water vehicle|Rowboat, canoe, kayak"
a_P44FBxgMY,30.0,40.0,"/m/07swgks,/m/09x0r",2,Gurgling|Speech
a_ruWnMK1MA,350.0,360.0,"/m/015p6,/m/020bb7,/m/03vt0,/m/07pggtn,/m/09xqv",5,"Bird|Bird vocalization, bird call, bird song|Insect|Chirp, tweet|Cricket"
a_vVwOuMpS4,110.0,120.0,"/m/032s66,/m/0_1c",2,"Gunshot, gunfire|Artillery fire"
aaWs--ahZUg,10.0,20.0,"/m/013y1f,/m/03xq_f",2,Organ|Electronic organ
abYjTrFZDNY,160.0,170.0,"/m/04rlf,/m/05lls",2,Music|Opera
abkHKDE-IDc,30.0,40.0,"/m/04rlf,/m/07xzm,/m/09x0r",3,Music|Ukulele|Speech
ablBCBK9ZHM,30.0,40.0,/m/030rvx,1,Buzzer
abqYkjT2zf4,8.0,18.0,/m/07s02z0,1,Squeal
acEHGV7Gq6U,30.0,40.0,"/m/03lty,/m/04rlf,/m/0dl5d",3,Heavy metal|Music|Progressive rock
acoqKEVczug,10.0,20.0,/m/01y3hg,1,"Smoke detector, smoke alarm"
acsnaLCTPSk,30.0,40.0,"/m/01bns_,/m/0d8_n",2,Zither|Pizzicato
acvV6yYNc7Y,30.0,40.0,"/m/03cl9h,/m/04rlf,/m/07r04,/m/07yv9",4,"Ice cream truck, ice cream van|Music|Truck|Vehicle"
ad6UhYwTXXQ,30.0,40.0,"/m/015vgc,/m/01c194,/m/04rlf",3,Carnatic music|Mantra|Music
ad6gQQ_0evk,30.0,40.0,"/m/018j2,/m/04rlf",2,Banjo|Music
ad6lpG9Q5ZE,0.0,10.0,"/m/07qyrcz,/m/09x0r",2,Plop|Speech
adD8EReJbyg,130.0,140.0,"/m/026fgl,/m/0f8s22",2,Wind chime|Chime
adYFXYPqo2M,30.0,40.0,"/m/04rlf,/m/06rqw,/m/074ft,/m/07sbbz2",4,Music|Ska|Song|Rock and roll
adh99_Q735w,140.0,150.0,/m/0mbct,1,Gong
admyQI0xMaI,1.0,11.0,/m/07pn_8q,1,Chopping (food)
ae2q4jEGHeA,500.0,510.0,/t/dd00065,1,Light engine (high frequency)
aeHCq6fFkNo,30.0,40.0,"/m/0199g,/m/04rlf",2,Bicycle|Music
af_dUajMA5o,580.0,590.0,"/m/04rlf,/m/09x0r,/t/dd00121,/t/dd00129",4,"Music|Speech|Boing|Outside, rural or natural"
afavVsmFWds,30.0,40.0,"/m/0283d,/m/02mscn,/m/04rlf",3,Drum and bass|Christian music|Music
afb7pI_01O4,40.0,50.0,"/m/04rlf,/t/dd00036",2,Music|Angry music
afnR1C7HTh8,30.0,40.0,"/m/06bz3,/m/08p9q4,/m/09x0r",3,Radio|Sidetone|Speech
afr3yoI6CtQ,16.0,26.0,/m/07s02z0,1,Squeal
afsW2VeCfak,10.0,20.0,/m/01x3z,1,Clock
afvKRNCfIXA,240.0,250.0,"/m/06mb1,/m/0jb2l,/m/0ngt1",3,Rain|Thunderstorm|Thunder
ag4qUrpH9qo,50.0,60.0,"/m/03k3r,/m/0jbk",2,Horse|Animal
ahVXPsYpUuE,30.0,40.0,"/m/06h7j,/m/09x0r,/t/dd00128",3,"Run|Speech|Outside, urban or manmade"
aiJj3Z6pu9s,0.0,10.0,"/m/04rlf,/m/07phhsh",2,Music|Rumble
aiZvAcfdL0o,180.0,190.0,/m/0lyf6,1,Breathing
aikik3OeI1g,30.0,40.0,/m/01jg02,1,"Heart sounds, heartbeat"
aiyBTv4PKcM,60.0,70.0,"/m/01lsmm,/m/09x0r",2,Scissors|Speech
aj1pv3GKtZY,60.0,70.0,"/m/07cx4,/m/09x0r,/t/dd00125",3,"Telephone|Speech|Inside, small room"
ajMa6azANNw,13.0,23.0,"/m/014zdl,/m/07pxg6y,/m/09x0r",3,Explosion|Eruption|Speech
ajy9PM2SJ6c,190.0,200.0,"/m/01z47d,/m/04rlf",2,Busy signal|Music
ak45lKmvYHc,220.0,230.0,"/m/07p6mqd,/m/09x0r",2,Slosh|Speech
ak7R0_8aKwI,40.0,50.0,"/m/04rlf,/m/07xzm",2,Music|Ukulele
akanYTDu2NQ,440.0,450.0,"/m/0242l,/m/04brg2",2,"Coin (dropping)|Dishes, pots, and pans"
akgqVmFFDiY,30.0,40.0,"/m/07q2z82,/m/07yv9,/m/09x0r,/m/0h9mv,/m/0k4j",5,"Accelerating, revving, vroom|Vehicle|Speech|Tire squeal|Car"
akjMGNYTAdA,30.0,40.0,"/m/07pzfmf,/m/0cmf2,/m/0k5j",3,"Crackle|Fixed-wing aircraft, airplane|Aircraft"
aks7P6ZXE3M,30.0,40.0,/m/028v0c,1,Silence
al5JLR2skWY,90.0,100.0,/m/0261r1,1,Babbling
alIGxhO4UwY,30.0,40.0,"/m/04rlf,/m/0dq0md,/m/0ggx5q",3,Music|Music of Bollywood|Dance music
alMbWx4lVL4,30.0,40.0,/m/0mkg,1,Accordion
alYGQZPX7vc,30.0,40.0,"/m/05148p4,/m/05r5c,/m/0l14t7",3,Keyboard (musical)|Piano|Singing bowl
am29ZpBd3nI,200.0,210.0,"/m/015lz1,/m/04rlf,/m/09x0r,/m/0ytgt,/t/dd00013,/t/dd00128",6,"Singing|Music|Speech|Child speech, kid speaking|Children playing|Outside, urban or manmade"
amKDjVcs1Vg,30.0,40.0,"/m/0199g,/m/07yv9",2,Bicycle|Vehicle
amKlD9GdFvM,30.0,40.0,"/m/06mb1,/m/07qwyj0,/m/07r10fb,/m/0jb2l,/m/0ngt1",5,Rain|Rustle|Raindrop|Thunderstorm|Thunder
amNF_F6oeRU,30.0,40.0,"/m/0192l,/m/085jw",2,"Bagpipes|Wind instrument, woodwind instrument"
amniAzV2-jM,30.0,40.0,"/m/03q5_w,/m/04cvmfc,/m/09x0r",3,"Burping, eructation|Roar|Speech"
an2mZpaPTpA,410.0,420.0,"/m/01j4z9,/m/09x0r",2,Chainsaw|Speech
an8sNYncBao,450.0,460.0,"/m/0261r1,/m/0ytgt",2,"Babbling|Child speech, kid speaking"
anB4oZ5n1Mw,300.0,310.0,"/m/06_fw,/m/09x0r",2,Skateboard|Speech
an_7vr1rq40,30.0,40.0,"/m/01sm1g,/m/0l14md",2,Wood block|Percussion
an_HVZmdeSM,30.0,40.0,"/m/09x0r,/m/0brhx",2,Speech|Speech synthesizer
ao-TFiShaWU,120.0,130.0,"/m/015lz1,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y,/m/0l14_3,/t/dd00031",8,Singing|Guitar|Acoustic guitar|Music|Musical instrument|Plucked string instrument|Bowed string instrument|Happy music
ao0feaeqxVU,190.0,200.0,"/m/01h8n0,/m/09x0r",2,Conversation|Speech
ao5SohzVhpM,30.0,40.0,/m/07qlf79,1,Spray
ao6IlfkrCWs,30.0,40.0,"/m/012f08,/m/01h82_,/m/01jwx6,/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00067",7,Motor vehicle (road)|Engine knocking|Vibration|Engine|Idling|Vehicle|Heavy engine (low frequency)
aoBWUs8poYU,13.0,23.0,/m/07qwdck,1,Ping
aosi9ropfEk,30.0,40.0,/m/01m4t,1,Printer
aouKweCzxj8,290.0,300.0,"/m/01bjv,/m/07hvw1,/m/07yv9",3,Bus|Field recording|Vehicle
ap7xvCBtljs,30.0,40.0,"/m/04rlf,/m/05rwpb,/m/05w3f,/m/06by7,/m/0dl5d",5,Music|Independent music|Psychedelic rock|Rock music|Progressive rock
apY2ZvB3FJA,30.0,40.0,/m/0chx_,1,White noise
apoZSsEiGO4,1.0,11.0,/m/07qb_dv,1,Scratch
apsMLG6BvYc,0.0,10.0,"/m/04rlf,/m/07q4ntr",2,Music|Bellow
aq3vov8-fw8,30.0,40.0,"/m/04rlf,/m/07brj",2,Music|Tambourine
aqX6ZlODIPc,200.0,210.0,/m/0gy1t2s,1,Bicycle bell
aqdMHUfRhW0,80.0,90.0,/m/07pp_mv,1,Alarm
aqhhfkXKJ1o,10.0,20.0,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y",6,Electric guitar|Guitar|Music|Musical instrument|Ukulele|Plucked string instrument
arDsjZPS2CI,30.0,40.0,"/m/085jw,/m/0l14l2",2,"Wind instrument, woodwind instrument|Shofar"
arPCgCt1ylQ,3.0,13.0,"/m/026t6,/m/02k_mr,/m/0l14md",3,Drum|Drum roll|Percussion
arQk5cecT_k,30.0,40.0,"/m/081rb,/m/09x0r",2,Writing|Speech
argQLfYD8Lo,220.0,230.0,"/m/07plz5l,/m/09x0r",2,Sigh|Speech
arkgpTGrhz8,130.0,140.0,"/m/07pbtc8,/m/09x0r",2,"Walk, footsteps|Speech"
arneM3IgLSk,30.0,40.0,/m/07s34ls,1,Whir
aryufzYGhbM,30.0,40.0,"/m/04rlf,/m/0dls3",2,Music|Grunge
as7MhTe961k,170.0,180.0,"/m/04rlf,/m/04wptg,/m/06ncr",3,Music|Wedding music|Saxophone
as9b5dIPJiE,30.0,40.0,"/m/01v1d8,/m/04rlf,/m/0glt670,/m/0l14qv",4,Sampler|Music|Hip hop music|Synthesizer
asAEqbDmGzo,420.0,430.0,"/m/07r5v4s,/m/09x0r",2,Drip|Speech
asKuYgAcyIk,30.0,40.0,/t/dd00134,1,Car passing by
asT8yaJPP1s,30.0,40.0,"/m/02v2lh,/m/04rlf",2,New-age music|Music
asiBU0VbmtI,0.0,10.0,"/m/03qtwd,/m/04gy_2",2,Crowd|Battle cry
asuybGFBPa0,560.0,570.0,"/m/028v0c,/m/07prgkl",2,Silence|Pour
atMTZNNC_GA,60.0,70.0,/m/07p9k1k,1,Sizzle
atUeC5ZJR_Q,80.0,90.0,"/m/01z7dr,/m/025td0t,/m/02cjck,/m/04rlf",4,Video game music|Background music|Theme music|Music
au036eve4s4,30.0,40.0,"/m/06mb1,/m/07r10fb",2,Rain|Raindrop
auC_LgwFF8g,30.0,40.0,"/m/01j3sz,/m/02zsn,/m/03qc9zr,/m/09x0r",4,"Laughter|Female speech, woman speaking|Screaming|Speech"
aupCwPVWsMo,30.0,40.0,"/m/025td0t,/m/02cjck,/m/02v2lh,/m/04rlf,/t/dd00034",5,Background music|Theme music|New-age music|Music|Tender music
av-1Ih0S82s,30.0,40.0,"/m/011k_j,/m/04rlf",2,Timpani|Music
avbuNGJveEQ,21.0,31.0,/m/07p_0gm,1,Throbbing
avcRRcIRnbY,30.0,40.0,"/m/04cvmfc,/m/07q5rw0,/m/07s2xch",3,"Roar|Neigh, whinny|Groan"
avfNGRfjAjo,40.0,50.0,"/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0gg8l",6,Guitar|Music|Musical instrument|Strum|Speech|Bluegrass
avhgeclEu8k,50.0,60.0,"/m/04_sv,/m/07hvw1,/m/07yv9,/t/dd00128",4,"Motorcycle|Field recording|Vehicle|Outside, urban or manmade"
awATvJ9LK9o,60.0,70.0,"/m/085jw,/m/0l14l2",2,"Wind instrument, woodwind instrument|Shofar"
awBjArrzmww,190.0,200.0,/m/07rdhzs,1,"Whack, thwack"
awQP-69K3rY,420.0,430.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07qn5dc,/m/07st89h,/m/09b5t,/m/0ch8v",8,"Bird|Bird vocalization, bird call, bird song|Fowl|Chirp, tweet|Crowing, cock-a-doodle-doo|Cluck|Chicken, rooster|Livestock, farm animals, working animals"
awTVK3Q4ygs,0.0,10.0,"/m/07qyrcz,/m/09x0r",2,Plop|Speech
awax48X8YlU,30.0,40.0,"/m/02w4v,/m/04rlf,/m/0ggx5q",3,Folk music|Music|Dance music
awn0pAyJJYk,30.0,40.0,"/m/07bgp,/m/07q0h5t",2,Sheep|Bleat
awoCnJ473jM,30.0,40.0,"/m/07s0dtb,/m/09x0r",2,Gasp|Speech
awu8YzLtqF0,50.0,60.0,/m/02_nn,1,Fart
ax7iCns3xz8,90.0,100.0,/m/01w250,1,Whistling
ax8hXst_b5g,100.0,110.0,"/m/0145m,/m/0164x2,/m/04rlf",3,Afrobeat|Music of Africa|Music
axBqV0ccuHI,30.0,40.0,"/m/07qqyl4,/m/09x0r",2,Boom|Speech
axb48YrvRmw,30.0,40.0,"/m/04rlf,/m/0ggq0m",2,Music|Classical music
axgPZWQgGfA,30.0,40.0,"/m/07qdb04,/m/0l14gg",2,Quack|Soundtrack music
axnod76rCBg,10.0,20.0,"/m/01j3sz,/m/04rlf,/m/07qw_06,/t/dd00125",4,"Laughter|Music|Wail, moan|Inside, small room"
axzMyhAbU4I,30.0,40.0,/t/dd00018,1,Oink
ayDRaEeNN1A,120.0,130.0,/m/0dv5r,1,Camera
ayIocWNmVqw,30.0,40.0,"/m/01sm1g,/m/026t6,/m/0l14md",3,Wood block|Drum|Percussion
ayrzdxBwzGw,80.0,90.0,"/m/09t49,/m/09x0r",2,Rustling leaves|Speech
az0ojBD9NaI,30.0,40.0,"/m/09x0r,/m/0btp2",2,"Speech|Traffic noise, roadway noise"
az8gpYM5mrc,30.0,40.0,/m/07qlf79,1,Spray
azBQiZ6wCWM,30.0,40.0,"/m/02zsn,/m/04rlf,/m/07rgt08,/m/09x0r",4,"Female speech, woman speaking|Music|Chuckle, chortle|Speech"
azOX0YeNl3Q,70.0,80.0,"/m/07ptfmf,/m/0dxrf",2,Stir|Frying (food)
azyNUtTHvaE,30.0,40.0,"/m/04rlf,/m/07pkxdp",2,Music|Lullaby
b-y9Qh6IGuA,0.0,10.0,/m/0fd3y,1,Ambient music
b-zIVLtiIXY,140.0,150.0,"/m/04rlf,/m/07q6cd_,/m/09x0r",3,Music|Squeak|Speech
b04gwYJKwsQ,110.0,120.0,/m/012xff,1,Toothbrush
b0KJwa5iWTY,30.0,40.0,"/m/02l6bg,/m/02mk9,/m/04229",3,"Propeller, airscrew|Engine|Jet engine"
b0KSxH37gVE,100.0,110.0,"/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk,/t/dd00126",7,"Domestic animals, pets|Bow-wow|Speech|Dog|Growling|Animal|Inside, large room or hall"
b0a2G79ajuQ,40.0,50.0,/m/01w250,1,Whistling
b0nI2f98ykw,30.0,40.0,/m/0b9m1,1,Harmonic
b0uHr8xHqfI,30.0,40.0,"/m/015vgc,/m/04rlf,/m/09x0r",3,Carnatic music|Music|Speech
b12vm6On2Jw,30.0,40.0,/m/07plz5l,1,Sigh
b1bNLLyufkA,120.0,130.0,"/m/02c8p,/m/09x0r",2,"Telephone dialing, DTMF|Speech"
b1hRkdJ69tc,510.0,520.0,"/m/09x0r,/m/0lyf6",2,Speech|Breathing
b1j-hD9zs6Q,50.0,60.0,"/m/04rlf,/m/04wptg",2,Music|Wedding music
b1naRoH5aHc,30.0,40.0,"/m/09x0r,/m/0btp2",2,"Speech|Traffic noise, roadway noise"
b2JRI-RVw9U,30.0,40.0,/m/0d31p,1,Vacuum cleaner
b2LLH_OjdGc,240.0,250.0,"/m/025_jnm,/m/09x0r",2,Finger snapping|Speech
b2QgJU4vBNE,30.0,40.0,"/m/04rlf,/m/05lls,/m/09x0r,/m/0ggq0m",4,Music|Opera|Speech|Classical music
b3Dy4bghasU,150.0,160.0,"/m/0463cq4,/m/09x0r",2,"Crying, sobbing|Speech"
b3teffaC_eE,140.0,150.0,"/m/06mb1,/m/07r10fb,/m/0j6m2,/t/dd00038",4,Rain|Raindrop|Stream|Rain on surface
b3vr1k3gAQE,0.0,10.0,"/m/01h3n,/m/03vt0,/m/0h2mp",3,"Bee, wasp, etc.|Insect|Fly, housefly"
b48v8k7fP-g,50.0,60.0,"/m/02p3nc,/m/09x0r",2,Hiccup|Speech
b4FomUpNaJE,30.0,40.0,"/m/0145m,/m/0164x2,/m/04rlf,/m/06cqb,/m/0ln16",5,Afrobeat|Music of Africa|Music|Reggae|Salsa music
b4YHnRrkOTQ,470.0,480.0,"/m/07p9k1k,/m/0dxrf",2,Sizzle|Frying (food)
b4_EdJ-XkUA,70.0,80.0,/m/07qfgpx,1,"Jingle, tinkle"
b4glNhNvMYU,340.0,350.0,"/m/085jw,/m/0l14j_",2,"Wind instrument, woodwind instrument|Flute"
b5CyS0QqX3o,70.0,80.0,"/m/03wwcy,/m/04rlf,/m/09x0r,/t/dd00125",4,"Doorbell|Music|Speech|Inside, small room"
b5qkXtMkyF4,50.0,60.0,"/m/06_y0by,/t/dd00128",2,"Environmental noise|Outside, urban or manmade"
b62RgDBmly8,30.0,40.0,"/m/04rlf,/m/05lls,/m/0ggq0m",3,Music|Opera|Classical music
b6867WvTgOk,80.0,90.0,"/m/04_sv,/m/07yv9,/m/09x0r,/t/dd00129,/t/dd00130",5,"Motorcycle|Vehicle|Speech|Outside, rural or natural|Engine starting"
b6NX85h2230,0.0,9.0,/m/07rjzl8,1,Slam
b6RkOuPoVWU,130.0,140.0,"/m/03qjg,/m/085jw",2,"Harmonica|Wind instrument, woodwind instrument"
b6WMJMU_m90,480.0,490.0,"/m/07qlf79,/m/09x0r",2,Spray|Speech
b6gFmT3acvU,30.0,40.0,/m/07plct2,1,Crushing
b6silFrtOJQ,30.0,40.0,"/m/01h82_,/m/01jwx6,/m/02mk9,/m/07yv9",4,Engine knocking|Vibration|Engine|Vehicle
b72eUjcTQ-g,30.0,40.0,"/m/085jw,/m/0l14l2",2,"Wind instrument, woodwind instrument|Shofar"
b7WsLwjRYQY,290.0,300.0,"/m/023pjk,/m/04brg2,/m/07ptfmf,/m/0dxrf",4,"Cutlery, silverware|Dishes, pots, and pans|Stir|Frying (food)"
b7eg5WmiPKg,0.0,1.0,/m/07rgkc5,1,Static
b7m5Kt5U7Vc,30.0,40.0,/m/05x_td,1,"Air horn, truck horn"
b82OS1AtRio,140.0,150.0,"/m/03fwl,/m/07bgp,/m/09t49,/m/09x0r,/m/0ch8v",5,"Goat|Sheep|Rustling leaves|Speech|Livestock, farm animals, working animals"
b8AtAw9uBvs,13.0,23.0,/m/07qwdck,1,Ping
b8FVXKxMg9U,350.0,360.0,/m/04fgwm,1,Electric toothbrush
b8Qv5KWswiI,7.0,17.0,"/m/04rlf,/t/dd00002",2,"Music|Baby cry, infant cry"
b8cgQBzBXi8,30.0,40.0,"/m/0283d,/m/03mb9,/m/04rlf",3,Drum and bass|House music|Music
b8fp8ZcYdG4,20.0,30.0,"/m/03fwl,/m/07bgp,/m/096m7z,/m/0ch8v,/m/0jbk",5,"Goat|Sheep|Noise|Livestock, farm animals, working animals|Animal"
b8okzVltB5Q,30.0,40.0,"/m/04rlf,/m/05r6t,/m/05w3f,/m/06by7,/m/07sbbz2,/m/0gg8l",6,Music|Punk rock|Psychedelic rock|Rock music|Rock and roll|Bluegrass
b8vONiPGMl8,0.0,10.0,"/m/04rlf,/m/07rn7sz,/m/09x0r",3,Music|Shatter|Speech
b93GiuJ3KpY,30.0,40.0,"/m/03q5_w,/m/09x0r",2,"Burping, eructation|Speech"
b9QbvDDoPsU,160.0,170.0,"/m/01kcd,/m/06ncr,/m/07c6l,/m/07gql",4,Brass instrument|Saxophone|Trombone|Trumpet
b9_0h4gfccw,0.0,9.0,/m/0j2kx,1,Waterfall
b9rgWct9ivI,110.0,120.0,"/m/01z47d,/m/04rlf",2,Busy signal|Music
b9yT3nGcD_I,30.0,40.0,"/m/04rlf,/m/07lnk,/m/0m0jc",3,Music|Trance music|Electronica
bA8idGxNUkQ,26.0,36.0,"/m/04rlf,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk",5,"Music|Domestic animals, pets|Dog|Growling|Animal"
bA8mt0JI0Ko,30.0,40.0,"/m/02mfyn,/m/03j1ly,/m/03kmc9,/m/04qvtq",4,Car alarm|Emergency vehicle|Siren|Police car (siren)
bAJrcYJgllE,30.0,40.0,"/m/04rlf,/m/04szw,/m/0l14qv",3,Music|Musical instrument|Synthesizer
bAZGU7BzIzc,0.0,10.0,/m/07pl1bw,1,Splinter
bAu5ONLjR5Q,30.0,40.0,"/m/02bm9n,/m/0l7xg,/t/dd00077",3,"Ratchet, pawl|Gears|Mechanisms"
bB-JokQrMTk,30.0,40.0,"/m/07rkbfh,/m/09x0r,/t/dd00126",3,"Chatter|Speech|Inside, large room or hall"
bBfi3iEu9fk,160.0,170.0,"/m/04rlf,/m/07kc_",2,Music|Theremin
